Fecha,Día,Competencia,Ronda,Sedes,Resultado,Equipo,Adversario,Arranque,Posición,Minutos,Goles,Asistencias,Tiros penales ejecutados,Tiros penales intentados,Total de disparos,Lanzamientos en el Objetivo,Tarjetas amarillas,Tarjetas rojas,Toques,Derribos,Intercepciones,Bloqueos,xG: Goles esperados,npxG: Goles esperados (xG) sin contar penaltis,xAG: Exp. Objetivos asistidos,Acciones para la creación de tiros,Acciones para la creación de goles,Pases completados,Pases intentados,% de pase completo,Pases progresivos,Transportes,Acarreos progresivos,Tomas intentadas,Tomas exitosas,Informe del partido,Distancia total de pase,Distancia de paso progresiva,Pases completados (Cortos),Pases intentados (Cortos),% de pase completo (Cortos),Pases completados (Medios),Pases intentados (Medios),% de pase completo (Medios),Pases completados (Largos),Pases intentados (Largos),% de pase completo (Largos),xA: Asistencias Esperadas,Pases clave,Pases en el último tercio de la cancha,Pases al área de penalización,Cruce en el área de penalización,Pases de Balón Vivo,Pases de Balón Muerto,Pases de tiros libres,Pases largos,Cambios,Pases cruzados,Lanzamientos Tomados,Saques de esquina,Saques de esquina hacia adentro,Saques de esquina hacia afuera,Saques de esquina rectos,Pases fuera de juego,Pases bloqueados,ACT (Pase de Balón Vivo),ACT (Pase de Balón Muerto),ACT (Toma),ACT (Tiro),ACT (Faltas recibidas),ACT (Acción Defensiva),ACG (Pase de Balón Vivo),ACG (Pase de Balón Muerto),ACG (Toma),ACG (Tiro),ACG (Faltas recibidas),ACG (Acción Defensiva),Derribos conseguidos,Derribos (3.º def.),Derribos (3.º cent.),Derribos (3.º ataq.),Regateadores tackleados,Regateos desafiados,% de Dribladores Derribados,Desafíos perdidos,Disparos bloqueados,Tkl+Int,Despeje,Errores,Toques (Def. pen.),Toques (3.º def.),Toques (3.º cent.),Toques (3.º ataq.),Toques (Ataq. pen.),Toques (Pelota activa),% de toma exitosa,Tiempos abordados durante la toma,Abordado durante el porcentaje de aceptación,Distancia total de traslados,Distancia de traslado progresivo,Traslados en el último tercio,Traslados al área de penal,Errores de control,Despojado,Pases recibidos,Pases progresivos Rec,Segunda tarjeta amarilla,Faltas cometidas,Faltas recibidas,Posición adelantada,Penales ejecutados,Penales concedidos,Goles en contra,Recuperación de pelotas,Aéreos Ganados,Aéreos Perdidos,% of Aerials Won
2023-11-19,Dom,Clasificación para la Eurocopa de la UEFA,Etapa de grupo,Local,V 3–1,es España,ge Georgia,Sí,FW,64,1,1,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,Informe del partido,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,,,0,,,,
2023-11-25,Sáb,La Liga,Semana 14 de partido,Visitante,E 1–1,Barcelona,Rayo Vallecano,Sí,LW,54,0,0,0,0,1,1,0,0,20,1,0,0,0.1,0.1,0.1,3,0,11,15,73.3,0,12,0,1,0,Informe del partido,197,69,5,6,83.3,3,3,100.0,2,4,50.0,0.1,3,0,0,0,12,3,0,0,0,4,0,3,0,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,100.0,0,0,1,0,0,0,1,7,12,4,20,0.0,1,100.0,39,1,0,0,0,2,13,2,0,0,1,0,0,0,0,2,1,1,50.0
2023-11-28,Mar,Champions Lg,Etapa de grupo,Local,V 2–1,es Barcelona,pt Porto,No,LW,16,0,0,0,0,1,0,0,0,9,0,0,1,0.1,0.1,0.0,0,0,2,5,40.0,0,3,1,1,1,Informe del partido,38,0,1,3,33.3,1,2,50.0,0,0,,0.0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,4,4,2,9,100.0,0,0.0,13,3,0,1,1,0,5,1,0,0,0,1,0,0,0,1,1,2,33.3
2023-12-03,Dom,La Liga,Semana 15 de partido,Local,V 1–0,Barcelona,Atlético Madrid,No,LW,14,0,0,0,0,0,0,1,0,11,0,1,0,0.0,0.0,0.1,0,0,6,7,85.7,0,4,0,2,0,Informe del partido,63,5,5,5,100.0,1,2,50.0,0,0,,0.0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,2,1,8,0,11,0.0,2,100.0,16,0,0,0,0,0,7,1,0,1,0,0,0,0,0,1,0,1,0.0
2023-12-10,Dom,La Liga,Semana 16 de partido,Local,D 2–4,Barcelona,Girona,No,LW,26,0,1,0,0,1,0,0,0,9,0,0,0,0.0,0.0,0.2,4,1,7,7,100.0,3,8,1,2,1,Informe del partido,121,51,3,3,100.0,1,1,100.0,2,2,100.0,0.4,2,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,7,3,9,50.0,1,50.0,56,30,1,0,0,0,9,4,0,0,1,0,0,0,0,0,0,1,0.0
2023-12-13,Mié,Champions Lg,Etapa de grupo,Visitante,D 2–3,es Barcelona,be Antwerp,Sí,LW,90,1,0,0,0,2,1,1,0,73,2,0,0,0.6,0.6,0.0,5,2,47,61,77.0,5,47,2,1,1,Informe del partido,796,222,22,24,91.7,18,21,85.7,5,9,55.6,0.1,1,2,3,1,55,6,0,0,1,7,2,4,1,0,0,0,4,3,0,0,1,1,0,1,0,0,0,1,0,2,1,0,1,1,2,50.0,1,0,2,0,0,0,6,16,51,5,73,100.0,0,0.0,176,76,1,1,5,0,62,12,0,0,2,0,0,0,0,1,0,1,0.0
2023-12-16,Sáb,La Liga,Semana 17 de partido,Visitante,E 1–1,Barcelona,Valencia,No,LW,19,0,0,0,0,1,1,0,0,10,0,0,0,0.4,0.4,0.0,0,0,5,9,55.6,1,3,0,0,0,Informe del partido,106,21,1,2,50.0,3,4,75.0,1,2,50.0,0.0,0,0,0,0,7,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5,5,3,10,,0,,12,0,0,0,0,1,9,4,0,0,0,0,0,0,0,0,0,0,
2023-12-20,Mié,La Liga,Semana 18 de partido,Local,V 3–2,Barcelona,Almería,No,LW,45,0,0,0,0,3,2,0,0,22,2,0,0,0.3,0.3,0.0,3,0,12,15,80.0,1,14,2,0,0,Informe del partido,208,36,8,9,88.9,3,4,75.0,1,1,100.0,0.1,0,0,1,0,14,1,0,0,1,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,50.0,1,0,2,0,0,0,0,5,17,4,22,,0,,125,43,1,2,2,1,18,7,0,0,1,1,0,0,0,0,0,0,
2024-01-04,Jue,La Liga,Semana 19 de partido,Visitante,V 2–1,Barcelona,Las Palmas,Sí,"LW,FW",77,1,0,0,0,2,1,0,0,31,0,0,0,0.2,0.2,0.0,1,0,19,26,73.1,2,18,2,2,0,Informe del partido,344,93,9,14,64.3,7,9,77.8,3,3,100.0,0.0,0,2,1,1,23,3,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,17,11,4,31,0.0,1,50.0,108,48,1,2,1,2,21,4,0,0,0,2,0,0,0,2,0,0,
2024-01-07,Dom,Copa del Rey,Dieciseisavos de final,Visitante,V 3–2,Barcelona,Barbastro,Sí,FW,90,0,0,0,0,4,1,0,0,,,0,,,,,,,,,,,,,,,Informe del partido,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,0,,,,
