Fecha,Día,Competencia,Ronda,Sedes,Resultado,Equipo,Adversario,Arranque,Posición,Minutos,Goles,Asistencias,Tiros penales ejecutados,Tiros penales intentados,Total de disparos,Lanzamientos en el Objetivo,Tarjetas amarillas,Tarjetas rojas,Toques,Derribos,Intercepciones,Bloqueos,xG: Goles esperados,npxG: Goles esperados (xG) sin contar penaltis,xAG: Exp. Objetivos asistidos,Acciones para la creación de tiros,Acciones para la creación de goles,Pases completados,Pases intentados,% de pase completo,Pases progresivos,Transportes,Acarreos progresivos,Tomas intentadas,Tomas exitosas,Informe del partido,Distancia total de pase,Distancia de paso progresiva,Pases completados (Cortos),Pases intentados (Cortos),% de pase completo (Cortos),Pases completados (Medios),Pases intentados (Medios),% de pase completo (Medios),Pases completados (Largos),Pases intentados (Largos),% de pase completo (Largos),xA: Asistencias Esperadas,Pases clave,Pases en el último tercio de la cancha,Pases al área de penalización,Cruce en el área de penalización,Pases de Balón Vivo,Pases de Balón Muerto,Pases de tiros libres,Pases largos,Cambios,Pases cruzados,Lanzamientos Tomados,Saques de esquina,Saques de esquina hacia adentro,Saques de esquina hacia afuera,Saques de esquina rectos,Pases fuera de juego,Pases bloqueados,ACT (Pase de Balón Vivo),ACT (Pase de Balón Muerto),ACT (Toma),ACT (Tiro),ACT (Faltas recibidas),ACT (Acción Defensiva),ACG (Pase de Balón Vivo),ACG (Pase de Balón Muerto),ACG (Toma),ACG (Tiro),ACG (Faltas recibidas),ACG (Acción Defensiva),Derribos conseguidos,Derribos (3.º def.),Derribos (3.º cent.),Derribos (3.º ataq.),Regateadores tackleados,Regateos desafiados,% de Dribladores Derribados,Desafíos perdidos,Disparos bloqueados,Tkl+Int,Despeje,Errores,Toques (Def. pen.),Toques (3.º def.),Toques (3.º cent.),Toques (3.º ataq.),Toques (Ataq. pen.),Toques (Pelota activa),% de toma exitosa,Tiempos abordados durante la toma,Abordado durante el porcentaje de aceptación,Distancia total de traslados,Distancia de traslado progresivo,Traslados en el último tercio,Traslados al área de penal,Errores de control,Despojado,Pases recibidos,Pases progresivos Rec,Segunda tarjeta amarilla,Faltas cometidas,Faltas recibidas,Posición adelantada,Penales ejecutados,Penales concedidos,Goles en contra,Recuperación de pelotas,Aéreos Ganados,Aéreos Perdidos,% of Aerials Won,Player,Performance,Normalized_performance
2024-04-29,Lun,La Liga,Semana 33 de partido,Local,V 4–2,Barcelona,Valencia,Sí,Delantero,90,3,0,0,0,5.0,5.0,0,0,26.0,0.0,1.0,1.0,0.6,0.6,0.0,2.0,0.0,9.0,11.0,81.8,1.0,10.0,0.0,1.0,0.0,Informe del partido,141.0,32.0,5.0,6.0,83.3,4.0,4.0,100.0,0.0,0.0,,0.1,0.0,1.0,2.0,1.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,11.0,14.0,6.0,26.0,0.0,1.0,100.0,29.0,9.0,0.0,0.0,4.0,1.0,16.0,4.0,0,1.0,0.0,2.0,0.0,0.0,0,0.0,2.0,2.0,50.0,Lewandowski,10.858,4.941968959082427
2024-05-04,Sáb,La Liga,Semana 34 de partido,Visitante,D 2–4,Barcelona,Girona,Sí,Delantero,78,1,0,1,1,0.0,0.0,0,0,23.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,10.0,16.0,62.5,3.0,14.0,0.0,2.0,1.0,Informe del partido,133.0,18.0,3.0,3.0,100.0,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,1.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,3.0,22.0,50.0,1.0,50.0,70.0,10.0,0.0,0.0,2.0,1.0,21.0,3.0,0,0.0,1.0,0.0,0.0,0.0,0,0.0,2.0,1.0,66.7,Lewandowski,5.772,2.6270993582449593
2024-05-13,Lun,La Liga,Semana 35 de partido,Local,V 2–0,Barcelona,Real Sociedad,Sí,Delantero,75,0,0,0,0,1.0,1.0,0,0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,22.0,59.1,2.0,14.0,3.0,3.0,2.0,Informe del partido,202.0,68.0,7.0,11.0,63.6,5.0,8.0,62.5,1.0,1.0,100.0,0.2,0.0,1.0,0.0,0.0,22.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,16.0,4.0,28.0,66.7,1.0,33.3,109.0,67.0,3.0,2.0,2.0,1.0,19.0,3.0,0,1.0,1.0,0.0,0.0,0.0,0,5.0,5.0,3.0,62.5,Lewandowski,7.295999999999999,3.320740976742069
2024-05-16,Jue,La Liga,Semana 36 de partido,Visitante,V 2–0,Barcelona,Almería,Sí,Delantero,68,0,0,0,0,3.0,1.0,0,0,23.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,13.0,16.0,81.3,1.0,17.0,1.0,2.0,1.0,Informe del partido,195.0,17.0,6.0,6.0,100.0,6.0,7.0,85.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,10.0,5.0,23.0,50.0,1.0,50.0,58.0,21.0,0.0,1.0,2.0,0.0,18.0,5.0,0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,Lewandowski,4.603,2.0950343634791317
2024-05-19,Dom,La Liga,Semana 37 de partido,Local,V 3–0,Barcelona,Rayo Vallecano,Sí,Delantero,78,1,0,0,0,2.0,1.0,0,0,17.0,0.0,0.0,1.0,0.3,0.3,0.0,2.0,0.0,10.0,12.0,83.3,3.0,10.0,1.0,3.0,2.0,Informe del partido,176.0,67.0,4.0,4.0,100.0,1.0,1.0,100.0,3.0,3.0,100.0,0.0,1.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,3.0,17.0,66.7,1.0,33.3,71.0,53.0,2.0,1.0,0.0,0.0,14.0,4.0,0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,Lewandowski,8.053,3.6652860588958176
2024-05-26,Dom,La Liga,Semana 38 de partido,Visitante,V 2–1,Barcelona,Sevilla,Sí,Delantero,61,1,0,0,0,1.0,1.0,0,0,27.0,0.0,0.0,0.0,0.4,0.4,0.4,2.0,0.0,19.0,22.0,86.4,4.0,13.0,2.0,2.0,1.0,Informe del partido,241.0,36.0,15.0,16.0,93.8,4.0,4.0,100.0,0.0,0.0,,0.4,1.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,3.0,27.0,50.0,1.0,50.0,68.0,25.0,0.0,0.0,1.0,2.0,24.0,6.0,0,0.0,1.0,0.0,0.0,0.0,0,4.0,0.0,0.0,,Lewandowski,7.524000000000002,3.4245141322652595
2024-06-21,Vie,UEFA Euro,Etapa de grupo,Neutral,D 1–3,pl Polonia,at Austria,No,Delantero,31,0,0,0,0,0.0,0.0,1,0,8.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,4.0,4.0,100.0,0.0,5.0,0.0,4.0,2.0,Informe del partido,54.0,1.0,2.0,2.0,100.0,0.0,0.0,,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,8.0,50.0,1.0,25.0,18.0,6.0,0.0,0.0,0.0,0.0,7.0,3.0,0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,Lewandowski,3.59,1.6339720540712757
2024-06-25,Mar,UEFA Euro,Etapa de grupo,Neutral,E 1–1,pl Polonia,fr Francia,Sí*,Delantero,90,1,0,1,1,4.0,0.0,0,0,36.0,1.0,0.0,2.0,1.0,0.2,0.0,3.0,1.0,15.0,19.0,78.9,2.0,21.0,0.0,2.0,1.0,Informe del partido,222.0,45.0,10.0,10.0,100.0,4.0,6.0,66.7,1.0,3.0,33.3,0.1,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,3.0,0.0,4.0,9.0,18.0,9.0,3.0,35.0,50.0,1.0,50.0,91.0,33.0,0.0,0.0,3.0,0.0,23.0,2.0,0,3.0,1.0,0.0,0.0,0.0,0,6.0,1.0,4.0,20.0,Lewandowski,8.325499999999998,3.7893131855627864
2023-08-12,Sáb,La Liga,Semana 1 de partido,Visitante,E 1–1,Girona,Real Sociedad,Sí,Defensa,90,0,0,0,0,0.0,0.0,1,0,46.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,38.0,86.8,3.0,18.0,0.0,2.0,0.0,Informe del partido,488.0,92.0,17.0,17.0,100.0,15.0,19.0,78.9,0.0,0.0,,0.3,0.0,0.0,1.0,0.0,26.0,12.0,1.0,1.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,3.0,0.0,3.0,13.0,19.0,14.0,0.0,46.0,0.0,0.0,0.0,79.0,26.0,0.0,0.0,2.0,2.0,22.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0,3.0,2.0,0.0,100.0,Miguel Gutiérrez,10.537999999999998,3.7448471926083853
2023-08-20,Dom,La Liga,Semana 2 de partido,Local,V 3–0,Girona,Getafe,Sí,Defensa,90,0,1,0,0,0.0,0.0,0,0,57.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,2.0,36.0,43.0,83.7,5.0,23.0,2.0,1.0,0.0,Informe del partido,631.0,169.0,13.0,15.0,86.7,20.0,21.0,95.2,2.0,5.0,40.0,0.2,1.0,2.0,1.0,0.0,34.0,8.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,4.0,21.0,26.0,10.0,1.0,57.0,0.0,1.0,100.0,99.0,34.0,1.0,0.0,4.0,1.0,31.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,5.0,2.0,0.0,100.0,Miguel Gutiérrez,14.046999999999999,4.991826581378819
2023-08-26,Sáb,La Liga,Semana 3 de partido,Visitante,V 2–1,Girona,Sevilla,Sí,Defensa,90,0,0,0,0,0.0,0.0,0,0,64.0,0.0,0.0,1.0,0.0,0.0,0.4,1.0,0.0,43.0,51.0,84.3,1.0,30.0,1.0,6.0,2.0,Informe del partido,681.0,199.0,17.0,19.0,89.5,20.0,24.0,83.3,3.0,4.0,75.0,0.0,1.0,1.0,0.0,0.0,45.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,5.0,24.0,35.0,6.0,0.0,64.0,33.3,3.0,50.0,177.0,89.0,1.0,0.0,2.0,0.0,37.0,2.0,0,0.0,1.0,0.0,0.0,0.0,0,10.0,1.0,1.0,50.0,Miguel Gutiérrez,15.182999999999998,5.3955223880597005
2023-09-03,Dom,La Liga,Semana 4 de partido,Local,V 1–0,Girona,Las Palmas,Sí,Defensa,90,0,0,0,0,1.0,1.0,0,0,47.0,1.0,2.0,0.0,0.0,0.0,0.1,1.0,0.0,28.0,37.0,75.7,2.0,28.0,1.0,7.0,3.0,Informe del partido,390.0,104.0,20.0,22.0,90.9,6.0,8.0,75.0,2.0,5.0,40.0,0.0,1.0,0.0,1.0,1.0,31.0,6.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,3.0,1.0,0.0,1.0,10.0,24.0,15.0,1.0,47.0,42.9,4.0,57.1,190.0,60.0,2.0,0.0,0.0,0.0,27.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,1.0,1.0,50.0,Miguel Gutiérrez,12.126999999999999,4.309523809523808
2023-09-18,Lun,La Liga,Semana 5 de partido,Visitante,V 4–2,Girona,Granada,Sí,Defensa,90,0,0,0,0,0.0,0.0,0,0,61.0,2.0,0.0,0.0,0.0,0.0,0.5,4.0,1.0,48.0,55.0,87.3,4.0,38.0,2.0,1.0,1.0,Informe del partido,742.0,219.0,28.0,31.0,90.3,17.0,19.0,89.5,3.0,4.0,75.0,0.2,2.0,2.0,2.0,1.0,42.0,13.0,1.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,2.0,3.0,0.0,3.0,16.0,21.0,25.0,1.0,61.0,100.0,0.0,0.0,177.0,68.0,1.0,0.0,2.0,1.0,38.0,3.0,0,1.0,0.0,1.0,0.0,0.0,0,5.0,0.0,0.0,,Miguel Gutiérrez,13.702999999999998,4.86958066808813
2023-09-27,Mié,La Liga,Semana 7 de partido,Visitante,V 2–1,Girona,Villarreal,Sí,Defensa,90,0,0,0,0,2.0,0.0,1,0,55.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,40.0,42.0,95.2,4.0,32.0,3.0,0.0,0.0,Informe del partido,618.0,308.0,26.0,26.0,100.0,12.0,13.0,92.3,2.0,2.0,100.0,0.0,0.0,4.0,0.0,0.0,39.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,4.0,0.0,7.0,25.0,22.0,9.0,0.0,55.0,,0.0,,277.0,127.0,3.0,0.0,0.0,2.0,34.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0,8.0,3.0,0.0,100.0,Miguel Gutiérrez,17.432000000000002,6.194740582800284
2023-09-30,Sáb,La Liga,Semana 8 de partido,Local,D 0–3,Girona,Real Madrid,Sí,Defensa,90,0,0,0,0,1.0,0.0,0,0,59.0,1.0,0.0,0.0,0.0,0.0,0.6,3.0,0.0,48.0,54.0,88.9,7.0,42.0,2.0,0.0,0.0,Informe del partido,751.0,147.0,32.0,33.0,97.0,10.0,10.0,100.0,5.0,6.0,83.3,0.6,2.0,5.0,3.0,1.0,48.0,6.0,0.0,1.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,30.0,22.0,0.0,59.0,,0.0,,230.0,95.0,2.0,1.0,1.0,1.0,47.0,8.0,0,0.0,1.0,0.0,0.0,0.0,0,3.0,0.0,0.0,,Miguel Gutiérrez,12.675000000000004,4.504264392324095
2023-10-07,Sáb,La Liga,Semana 9 de partido,Visitante,V 1–0,Girona,Cádiz,Sí,Mediocampista,61,0,0,0,0,3.0,0.0,0,0,40.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,29.0,34.0,85.3,1.0,24.0,1.0,3.0,2.0,Informe del partido,337.0,30.0,20.0,22.0,90.9,6.0,8.0,75.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,29.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,13.0,11.0,16.0,0.0,40.0,66.7,0.0,0.0,116.0,56.0,1.0,0.0,1.0,0.0,25.0,4.0,0,1.0,0.0,0.0,0.0,0.0,0,6.0,0.0,0.0,,Miguel Gutiérrez,13.619,3.415851517431653
2023-10-22,Dom,La Liga,Semana 10 de partido,Local,V 5–2,Girona,Almería,Sí,Defensa,90,0,0,0,0,1.0,0.0,0,0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,65.0,70.0,92.9,4.0,38.0,0.0,0.0,0.0,Informe del partido,1043.0,236.0,35.0,36.0,97.2,23.0,25.0,92.0,6.0,7.0,85.7,0.0,1.0,2.0,1.0,0.0,64.0,6.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,4.0,22.0,46.0,10.0,0.0,77.0,,0.0,,180.0,84.0,1.0,0.0,1.0,1.0,53.0,4.0,0,1.0,1.0,0.0,0.0,0.0,0,8.0,0.0,0.0,,Miguel Gutiérrez,14.763000000000002,5.246268656716417
2023-10-27,Vie,La Liga,Semana 11 de partido,Local,V 1–0,Girona,Celta Vigo,Sí,Mediocampista,90,0,0,0,0,3.0,0.0,0,0,59.0,2.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,41.0,49.0,83.7,3.0,39.0,0.0,1.0,1.0,Informe del partido,640.0,76.0,24.0,25.0,96.0,14.0,17.0,82.4,2.0,4.0,50.0,0.0,1.0,5.0,1.0,0.0,41.0,8.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,2.0,3.0,0.0,6.0,18.0,28.0,15.0,1.0,59.0,100.0,0.0,0.0,195.0,49.0,0.0,0.0,1.0,1.0,38.0,10.0,0,4.0,2.0,0.0,0.0,0.0,0,9.0,0.0,0.0,,Miguel Gutiérrez,21.601,5.417858038625533
2023-11-04,Sáb,La Liga,Semana 12 de partido,Visitante,V 4–2,Girona,Osasuna,Sí,Mediocampista,90,0,0,0,0,0.0,0.0,0,0,63.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,35.0,48.0,72.9,6.0,41.0,4.0,0.0,0.0,Informe del partido,724.0,228.0,13.0,17.0,76.5,14.0,17.0,82.4,7.0,11.0,63.6,0.1,1.0,7.0,2.0,2.0,42.0,5.0,1.0,0.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,21.0,28.0,14.0,0.0,63.0,,0.0,,302.0,159.0,4.0,0.0,3.0,0.0,39.0,6.0,0,0.0,2.0,0.0,0.0,0.0,0,6.0,1.0,0.0,100.0,Miguel Gutiérrez,25.963000000000005,6.511913719588664
2023-11-11,Sáb,La Liga,Semana 13 de partido,Visitante,V 2–1,Girona,Rayo Vallecano,Sí,Defensa,90,0,0,0,0,3.0,0.0,1,0,71.0,1.0,0.0,1.0,1.3,1.3,0.5,3.0,0.0,42.0,53.0,79.2,4.0,37.0,3.0,1.0,0.0,Informe del partido,598.0,317.0,26.0,31.0,83.9,13.0,16.0,81.3,2.0,2.0,100.0,0.8,3.0,1.0,2.0,2.0,40.0,13.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,3.0,0.0,4.0,22.0,23.0,26.0,6.0,71.0,0.0,0.0,0.0,211.0,132.0,3.0,0.0,3.0,4.0,39.0,8.0,0,2.0,1.0,0.0,0.0,0.0,0,7.0,2.0,3.0,40.0,Miguel Gutiérrez,15.502000000000004,5.508884150675196
2023-11-27,Lun,La Liga,Semana 14 de partido,Local,E 1–1,Girona,Athletic Club,Sí,Defensa,90,0,0,0,0,1.0,0.0,0,0,73.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,51.0,61.0,83.6,3.0,52.0,1.0,6.0,3.0,Informe del partido,810.0,137.0,22.0,22.0,100.0,24.0,29.0,82.8,2.0,4.0,50.0,0.1,1.0,3.0,1.0,1.0,53.0,8.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,5.0,1.0,0.0,3.0,28.0,33.0,14.0,4.0,73.0,50.0,3.0,50.0,242.0,85.0,2.0,0.0,4.0,1.0,45.0,11.0,0,1.0,2.0,0.0,0.0,0.0,0,16.0,0.0,0.0,,Miguel Gutiérrez,17.796,6.3240938166311285
2023-12-02,Sáb,La Liga,Semana 15 de partido,Local,V 2–1,Girona,Valencia,Sí,Defensa,90,0,0,0,0,1.0,0.0,0,0,70.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,63.0,77.8,3.0,47.0,1.0,0.0,0.0,Informe del partido,795.0,224.0,27.0,27.0,100.0,16.0,23.0,69.6,5.0,7.0,71.4,0.1,0.0,3.0,2.0,0.0,56.0,6.0,0.0,0.0,1.0,10.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,2.0,1.0,0.0,1.0,22.0,22.0,26.0,2.0,70.0,,0.0,,301.0,89.0,3.0,0.0,1.0,0.0,49.0,8.0,0,0.0,0.0,1.0,0.0,0.0,0,7.0,1.0,0.0,100.0,Miguel Gutiérrez,17.436000000000003,6.196162046908316
2023-12-10,Dom,La Liga,Semana 16 de partido,Visitante,V 4–2,Girona,Barcelona,Sí,Defensa,90,1,0,0,0,3.0,2.0,0,0,63.0,0.0,0.0,1.0,0.3,0.3,0.1,6.0,0.0,49.0,52.0,94.2,8.0,43.0,4.0,5.0,3.0,Informe del partido,622.0,241.0,33.0,33.0,100.0,10.0,10.0,100.0,2.0,4.0,50.0,0.2,2.0,3.0,4.0,0.0,46.0,6.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,15.0,28.0,20.0,6.0,63.0,60.0,1.0,20.0,306.0,171.0,3.0,1.0,3.0,3.0,48.0,3.0,0,1.0,0.0,1.0,0.0,0.0,0,2.0,0.0,0.0,,Miguel Gutiérrez,13.052000000000001,4.638237384506041
2023-12-18,Lun,La Liga,Semana 17 de partido,Local,V 3–0,Girona,Alavés,Sí,Defensa,90,0,0,0,0,0.0,0.0,0,0,77.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,61.0,69.0,88.4,2.0,40.0,2.0,2.0,0.0,Informe del partido,938.0,230.0,28.0,31.0,90.3,29.0,31.0,93.5,1.0,2.0,50.0,0.2,2.0,1.0,3.0,1.0,60.0,9.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,5.0,17.0,27.0,34.0,2.0,77.0,0.0,2.0,100.0,189.0,57.0,1.0,1.0,0.0,2.0,54.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,6.0,0.0,1.0,0.0,Miguel Gutiérrez,12.484000000000002,4.436389481165601
2023-12-21,Jue,La Liga,Semana 18 de partido,Visitante,E 1–1,Girona,Betis,Sí,Defensa,90,0,0,0,0,1.0,1.0,0,0,98.0,4.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,68.0,76.0,89.5,6.0,57.0,3.0,1.0,0.0,Informe del partido,1013.0,302.0,38.0,39.0,97.4,24.0,25.0,96.0,4.0,5.0,80.0,0.1,0.0,7.0,2.0,1.0,67.0,9.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0,4.0,75.0,1.0,2.0,6.0,2.0,0.0,10.0,33.0,43.0,23.0,3.0,98.0,0.0,1.0,100.0,240.0,101.0,1.0,2.0,4.0,2.0,63.0,6.0,0,1.0,0.0,1.0,0.0,0.0,0,9.0,0.0,1.0,0.0,Miguel Gutiérrez,20.535000000000007,7.297441364605545
