Fecha,Día,Competencia,Ronda,Sedes,Resultado,Equipo,Adversario,Arranque,Posición,Minutos,Goles,Asistencias,Tiros penales ejecutados,Tiros penales intentados,Total de disparos,Lanzamientos en el Objetivo,Tarjetas amarillas,Tarjetas rojas,Toques,Derribos,Intercepciones,Bloqueos,xG: Goles esperados,npxG: Goles esperados (xG) sin contar penaltis,xAG: Exp. Objetivos asistidos,Acciones para la creación de tiros,Acciones para la creación de goles,Pases completados,Pases intentados,% de pase completo,Pases progresivos,Transportes,Acarreos progresivos,Tomas intentadas,Tomas exitosas,Informe del partido,Distancia total de pase,Distancia de paso progresiva,Pases completados (Cortos),Pases intentados (Cortos),% de pase completo (Cortos),Pases completados (Medios),Pases intentados (Medios),% de pase completo (Medios),Pases completados (Largos),Pases intentados (Largos),% de pase completo (Largos),xA: Asistencias Esperadas,Pases clave,Pases en el último tercio de la cancha,Pases al área de penalización,Cruce en el área de penalización,Pases de Balón Vivo,Pases de Balón Muerto,Pases de tiros libres,Pases largos,Cambios,Pases cruzados,Lanzamientos Tomados,Saques de esquina,Saques de esquina hacia adentro,Saques de esquina hacia afuera,Saques de esquina rectos,Pases fuera de juego,Pases bloqueados,ACT (Pase de Balón Vivo),ACT (Pase de Balón Muerto),ACT (Toma),ACT (Tiro),ACT (Faltas recibidas),ACT (Acción Defensiva),ACG (Pase de Balón Vivo),ACG (Pase de Balón Muerto),ACG (Toma),ACG (Tiro),ACG (Faltas recibidas),ACG (Acción Defensiva),Derribos conseguidos,Derribos (3.º def.),Derribos (3.º cent.),Derribos (3.º ataq.),Regateadores tackleados,Regateos desafiados,% de Dribladores Derribados,Desafíos perdidos,Disparos bloqueados,Tkl+Int,Despeje,Errores,Toques (Def. pen.),Toques (3.º def.),Toques (3.º cent.),Toques (3.º ataq.),Toques (Ataq. pen.),Toques (Pelota activa),% de toma exitosa,Tiempos abordados durante la toma,Abordado durante el porcentaje de aceptación,Distancia total de traslados,Distancia de traslado progresivo,Traslados en el último tercio,Traslados al área de penal,Errores de control,Despojado,Pases recibidos,Pases progresivos Rec,Segunda tarjeta amarilla,Faltas cometidas,Faltas recibidas,Posición adelantada,Penales ejecutados,Penales concedidos,Goles en contra,Recuperación de pelotas,Aéreos Ganados,Aéreos Perdidos,% of Aerials Won,Player,Performance,Normalized_performance
2023-12-16,Sáb,La Liga,Semana 17 de partido,Visitante,E 1–1,Barcelona,Valencia,Sí,Defensa,90,0,0,0,0,0.0,0.0,0,0,73.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,64.0,95.3,10.0,40.0,2.0,0.0,0.0,Informe del partido,1163.0,311.0,24.0,25.0,96.0,31.0,31.0,100.0,6.0,7.0,85.7,0.1,0.0,5.0,1.0,0.0,62.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,2.0,0.0,4.0,24.0,48.0,3.0,0.0,73.0,,0.0,,287.0,173.0,1.0,0.0,4.0,0.0,49.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,5.0,5.0,3.0,62.5,Jules Koundé,17.142000000000003,6.091684434968018
2023-12-20,Mié,La Liga,Semana 18 de partido,Local,V 3–2,Barcelona,Almería,No,Defensa,45,0,0,0,0,0.0,0.0,0,0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,36.0,94.4,4.0,23.0,3.0,0.0,0.0,Informe del partido,675.0,201.0,15.0,16.0,93.8,16.0,17.0,94.1,3.0,3.0,100.0,0.0,0.0,2.0,0.0,0.0,35.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,4.0,1.0,36.0,,0.0,,135.0,83.0,4.0,1.0,0.0,1.0,28.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,2.0,2.0,1.0,66.7,Jules Koundé,10.575000000000001,3.757995735607676
2024-01-04,Jue,La Liga,Semana 19 de partido,Visitante,V 2–1,Barcelona,Las Palmas,Sí,Defensa,90,0,0,0,0,0.0,0.0,0,0,68.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,53.0,61.0,86.9,8.0,36.0,1.0,0.0,0.0,Informe del partido,811.0,270.0,28.0,30.0,93.3,22.0,23.0,95.7,2.0,5.0,40.0,0.0,0.0,5.0,0.0,0.0,49.0,11.0,2.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,4.0,3.0,0.0,3.0,18.0,38.0,12.0,0.0,68.0,,0.0,,183.0,54.0,3.0,1.0,0.0,1.0,33.0,2.0,0,1.0,0.0,2.0,0.0,0.0,0,8.0,2.0,0.0,100.0,Jules Koundé,20.119000000000003,7.149609097370292
2024-01-21,Dom,La Liga,Semana 21 de partido,Visitante,V 4–2,Barcelona,Betis,Sí,Defensa,90,0,0,0,0,0.0,0.0,0,0,70.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,49.0,61.0,80.3,4.0,24.0,3.0,2.0,1.0,Informe del partido,672.0,310.0,29.0,34.0,85.3,16.0,19.0,84.2,1.0,4.0,25.0,0.0,0.0,2.0,0.0,0.0,51.0,10.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,4.0,50.0,2.0,1.0,4.0,1.0,0.0,2.0,24.0,33.0,13.0,1.0,70.0,50.0,0.0,0.0,121.0,78.0,3.0,0.0,0.0,3.0,43.0,7.0,0,0.0,1.0,0.0,0.0,0.0,0,3.0,3.0,2.0,60.0,Jules Koundé,14.463000000000005,5.139658848614074
2024-01-27,Sáb,La Liga,Semana 22 de partido,Local,D 3–5,Barcelona,Villarreal,Sí,Defensa,90,0,0,0,0,2.0,0.0,0,0,98.0,1.0,2.0,2.0,0.3,0.3,0.0,4.0,0.0,77.0,83.0,92.8,5.0,47.0,2.0,1.0,1.0,Informe del partido,1098.0,266.0,42.0,44.0,95.5,27.0,28.0,96.4,3.0,5.0,60.0,0.1,0.0,7.0,1.0,1.0,73.0,10.0,2.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,3.0,1.0,0.0,4.0,19.0,45.0,35.0,3.0,98.0,100.0,0.0,0.0,147.0,88.0,0.0,0.0,3.0,0.0,67.0,4.0,0,1.0,0.0,0.0,0.0,0.0,0,3.0,3.0,2.0,60.0,Jules Koundé,16.678,5.9267945984363894
2024-01-31,Mié,La Liga,Semana 20 de partido,Local,V 1–0,Barcelona,Osasuna,Sí,Defensa,90,0,0,0,0,2.0,0.0,0,0,106.0,1.0,2.0,2.0,0.2,0.2,0.0,1.0,0.0,91.0,97.0,93.8,6.0,75.0,2.0,0.0,0.0,Informe del partido,1399.0,421.0,50.0,51.0,98.0,37.0,40.0,92.5,3.0,4.0,75.0,0.0,0.0,9.0,0.0,0.0,91.0,6.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,3.0,22.0,63.0,22.0,2.0,106.0,,0.0,,302.0,155.0,2.0,0.0,0.0,1.0,79.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,1.0,1.0,50.0,Jules Koundé,18.378,6.5309168443496795
2024-02-03,Sáb,La Liga,Semana 23 de partido,Visitante,V 3–1,Barcelona,Alavés,Sí,Defensa,90,0,0,0,0,0.0,0.0,0,0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,77.0,85.0,90.6,3.0,63.0,1.0,1.0,0.0,Informe del partido,1269.0,381.0,41.0,42.0,97.6,27.0,30.0,90.0,8.0,11.0,72.7,0.0,0.0,7.0,0.0,0.0,73.0,12.0,2.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,1.0,7.0,0.0,7.0,29.0,56.0,10.0,1.0,95.0,0.0,1.0,100.0,285.0,182.0,1.0,0.0,0.0,0.0,66.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0,1.0,66.7,Jules Koundé,18.341000000000005,6.517768301350392
2024-02-11,Dom,La Liga,Semana 24 de partido,Local,E 3–3,Barcelona,Granada,Sí,Defensa,90,0,0,0,0,1.0,0.0,0,0,104.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,81.0,92.0,88.0,9.0,67.0,0.0,1.0,0.0,Informe del partido,1465.0,300.0,37.0,37.0,100.0,36.0,38.0,94.7,8.0,11.0,72.7,0.0,0.0,5.0,0.0,0.0,81.0,10.0,4.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,27.0,52.0,25.0,3.0,104.0,0.0,0.0,0.0,219.0,121.0,3.0,0.0,0.0,0.0,74.0,5.0,0,3.0,1.0,0.0,0.0,0.0,0,4.0,1.0,1.0,50.0,Jules Koundé,18.214000000000006,6.472636815920399
2024-02-17,Sáb,La Liga,Semana 25 de partido,Visitante,V 2–1,Barcelona,Celta Vigo,Sí,Defensa,90,0,0,0,0,1.0,0.0,0,0,114.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,88.0,102.0,86.3,13.0,59.0,2.0,2.0,0.0,Informe del partido,1648.0,462.0,32.0,34.0,94.1,50.0,57.0,87.7,6.0,11.0,54.5,0.0,0.0,14.0,0.0,0.0,88.0,14.0,3.0,0.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,3.0,1.0,4.0,27.0,74.0,13.0,1.0,114.0,0.0,2.0,100.0,224.0,130.0,0.0,0.0,1.0,0.0,78.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,2.0,2.0,50.0,Jules Koundé,19.933000000000003,7.083511016346837
2024-02-21,Mié,Champions Lg,Ronda de 16,Visitante,E 1–1,es Barcelona,it Napoli,Sí,Defensa,90,0,0,0,0,0.0,0.0,0,0,68.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,46.0,58.0,79.3,4.0,32.0,0.0,0.0,0.0,Informe del partido,955.0,215.0,17.0,21.0,81.0,21.0,28.0,75.0,7.0,8.0,87.5,0.0,0.0,3.0,0.0,0.0,50.0,8.0,1.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,0.0,3.0,25.0,31.0,12.0,1.0,68.0,,0.0,,95.0,23.0,0.0,0.0,0.0,0.0,34.0,3.0,0,2.0,0.0,0.0,0.0,0.0,0,8.0,4.0,2.0,66.7,Jules Koundé,18.484,6.568585643212509
2024-02-24,Sáb,La Liga,Semana 26 de partido,Local,V 4–0,Barcelona,Getafe,Sí,Defensa,90,0,1,0,0,1.0,0.0,0,0,97.0,0.0,0.0,2.0,0.2,0.2,0.3,1.0,1.0,70.0,88.0,79.5,4.0,60.0,3.0,2.0,1.0,Informe del partido,1422.0,377.0,28.0,35.0,80.0,31.0,34.0,91.2,10.0,14.0,71.4,0.0,1.0,6.0,0.0,0.0,69.0,17.0,3.0,0.0,4.0,2.0,14.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,3.0,0.0,7.0,43.0,42.0,12.0,3.0,97.0,50.0,1.0,50.0,326.0,166.0,0.0,0.0,1.0,0.0,61.0,1.0,0,1.0,1.0,0.0,0.0,0.0,0,7.0,0.0,1.0,0.0,Jules Koundé,17.743000000000002,6.305259417199716
2024-03-03,Dom,La Liga,Semana 27 de partido,Visitante,E 0–0,Barcelona,Athletic Club,Sí,Defensa,90,0,0,0,0,1.0,0.0,1,0,90.0,3.0,1.0,1.0,0.1,0.1,0.0,0.0,0.0,71.0,79.0,89.9,5.0,50.0,0.0,4.0,1.0,Informe del partido,1215.0,358.0,32.0,33.0,97.0,33.0,35.0,94.3,5.0,6.0,83.3,0.0,0.0,3.0,1.0,1.0,63.0,16.0,5.0,0.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,4.0,75.0,1.0,0.0,4.0,6.0,0.0,6.0,37.0,46.0,9.0,1.0,90.0,25.0,2.0,50.0,177.0,100.0,2.0,0.0,1.0,0.0,51.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0,6.0,4.0,2.0,66.7,Jules Koundé,20.886000000000006,7.422174840085289
2024-03-08,Vie,La Liga,Semana 28 de partido,Local,V 1–0,Barcelona,Mallorca,Sí,Defensa,90,0,0,0,0,2.0,1.0,0,0,114.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,92.0,107.0,86.0,6.0,75.0,3.0,1.0,0.0,Informe del partido,1244.0,426.0,56.0,62.0,90.3,26.0,31.0,83.9,4.0,6.0,66.7,0.0,0.0,7.0,1.0,0.0,94.0,13.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,0.0,7.0,24.0,54.0,36.0,1.0,114.0,0.0,1.0,100.0,345.0,206.0,5.0,0.0,0.0,1.0,80.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,10.0,2.0,2.0,50.0,Jules Koundé,21.444000000000003,7.620469083155649
2024-03-12,Mar,Champions Lg,Ronda de 16,Local,V 3–1,es Barcelona,it Napoli,Sí,Defensa,90,0,0,0,0,0.0,0.0,0,0,59.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,41.0,50.0,82.0,2.0,32.0,1.0,2.0,1.0,Informe del partido,911.0,383.0,19.0,21.0,90.5,15.0,16.0,93.8,7.0,8.0,87.5,0.0,1.0,6.0,0.0,0.0,39.0,11.0,5.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,4.0,4.0,0.0,3.0,24.0,35.0,2.0,0.0,59.0,50.0,1.0,50.0,137.0,84.0,1.0,0.0,1.0,1.0,35.0,0.0,0,1.0,2.0,0.0,0.0,0.0,0,3.0,1.0,0.0,100.0,Jules Koundé,17.090000000000003,6.0732054015636106
2024-03-17,Dom,La Liga,Semana 29 de partido,Visitante,V 3–0,Barcelona,Atlético Madrid,Sí,Defensa,90,0,0,0,0,1.0,0.0,1,0,79.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,56.0,63.0,88.9,3.0,28.0,2.0,4.0,2.0,Informe del partido,1011.0,279.0,22.0,24.0,91.7,31.0,32.0,96.9,2.0,5.0,40.0,0.0,0.0,3.0,0.0,0.0,52.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,3.0,4.0,0.0,5.0,33.0,39.0,9.0,5.0,79.0,50.0,2.0,50.0,171.0,115.0,2.0,0.0,1.0,0.0,46.0,1.0,0,2.0,1.0,0.0,0.0,0.0,0,2.0,2.0,0.0,100.0,Jules Koundé,16.429000000000006,5.838308457711444
2024-03-30,Sáb,La Liga,Semana 30 de partido,Local,V 1–0,Barcelona,Las Palmas,Sí,Defensa,90,0,0,0,0,0.0,0.0,0,0,122.0,1.0,0.0,2.0,0.0,0.0,0.7,4.0,0.0,101.0,111.0,91.0,10.0,71.0,3.0,1.0,0.0,Informe del partido,1491.0,348.0,58.0,61.0,95.1,39.0,42.0,92.9,3.0,6.0,50.0,0.7,3.0,10.0,3.0,0.0,95.0,16.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,1.0,0.0,3.0,25.0,70.0,27.0,1.0,122.0,0.0,1.0,100.0,225.0,149.0,2.0,0.0,1.0,0.0,81.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0,9.0,3.0,2.0,60.0,Jules Koundé,21.480000000000008,7.633262260127934
2024-04-10,Mié,Champions Lg,Cuartos de final,Visitante,V 3–2,es Barcelona,fr Paris S-G,Sí,Defensa,90,0,0,0,0,0.0,0.0,0,0,53.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,38.0,42.0,90.5,1.0,32.0,1.0,2.0,1.0,Informe del partido,810.0,303.0,15.0,15.0,100.0,13.0,15.0,86.7,9.0,11.0,81.8,0.0,0.0,2.0,0.0,0.0,34.0,8.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,33.3,2.0,1.0,3.0,5.0,0.0,9.0,26.0,16.0,11.0,1.0,53.0,50.0,0.0,0.0,156.0,64.0,1.0,0.0,1.0,0.0,29.0,1.0,0,0.0,4.0,0.0,0.0,0.0,0,3.0,2.0,1.0,66.7,Jules Koundé,16.142,5.736318407960198
2024-04-13,Sáb,La Liga,Semana 31 de partido,Visitante,V 1–0,Barcelona,Cádiz,No,Defensa,29,0,0,0,0,0.0,0.0,0,0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,90.5,0.0,12.0,0.0,0.0,0.0,Informe del partido,362.0,97.0,8.0,8.0,100.0,9.0,10.0,90.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,16.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,15.0,6.0,0.0,0.0,21.0,,0.0,,55.0,17.0,0.0,0.0,0.0,0.0,15.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,Jules Koundé,4.259,1.513503909026297
2024-04-16,Mar,Champions Lg,Cuartos de final,Local,D 1–4,es Barcelona,fr Paris S-G,Sí,Defensa,90,0,0,0,0,0.0,0.0,0,0,48.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,28.0,38.0,73.7,3.0,22.0,0.0,1.0,1.0,Informe del partido,569.0,139.0,11.0,13.0,84.6,12.0,16.0,75.0,5.0,8.0,62.5,0.0,0.0,0.0,0.0,0.0,27.0,11.0,2.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,66.7,1.0,2.0,3.0,3.0,0.0,6.0,17.0,25.0,6.0,0.0,48.0,100.0,0.0,0.0,98.0,46.0,1.0,0.0,2.0,0.0,18.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,5.0,1.0,0.0,100.0,Jules Koundé,16.127,5.730987917555081
2024-04-21,Dom,La Liga,Semana 32 de partido,Visitante,D 2–3,Barcelona,Real Madrid,Sí,Defensa,90,0,0,0,0,0.0,0.0,1,0,75.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,58.0,66.0,87.9,11.0,46.0,3.0,4.0,1.0,Informe del partido,963.0,417.0,29.0,32.0,90.6,27.0,30.0,90.0,2.0,3.0,66.7,0.0,1.0,6.0,1.0,0.0,56.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,33.3,2.0,1.0,4.0,1.0,0.0,2.0,25.0,42.0,9.0,1.0,75.0,25.0,3.0,75.0,258.0,164.0,1.0,0.0,1.0,0.0,49.0,1.0,0,0.0,2.0,0.0,0.0,0.0,0,5.0,2.0,0.0,100.0,Jules Koundé,19.283,6.852523098791755
2024-04-29,Lun,La Liga,Semana 33 de partido,Local,V 4–2,Barcelona,Valencia,Sí,Defensa,90,0,0,0,0,3.0,1.0,0,0,137.0,1.0,0.0,1.0,0.1,0.1,0.0,3.0,0.0,121.0,130.0,93.1,27.0,102.0,8.0,0.0,0.0,Informe del partido,2271.0,676.0,47.0,47.0,100.0,64.0,66.0,97.0,10.0,15.0,66.7,0.1,1.0,30.0,2.0,0.0,122.0,7.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,94.0,26.0,2.0,137.0,,0.0,,549.0,393.0,5.0,0.0,0.0,0.0,119.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,2.0,0.0,Jules Koundé,25.365,9.013859275053303
2024-05-04,Sáb,La Liga,Semana 34 de partido,Visitante,D 2–4,Barcelona,Girona,Sí,Defensa,90,0,0,0,0,0.0,0.0,1,0,108.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,84.0,101.0,83.2,6.0,79.0,1.0,0.0,0.0,Informe del partido,1346.0,536.0,45.0,48.0,93.8,34.0,37.0,91.9,3.0,11.0,27.3,0.0,0.0,10.0,0.0,0.0,90.0,10.0,2.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,66.7,1.0,1.0,3.0,0.0,0.0,3.0,33.0,65.0,11.0,1.0,108.0,,0.0,,378.0,228.0,1.0,0.0,1.0,1.0,83.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0,6.0,0.0,0.0,,Jules Koundé,16.368,5.816631130063965
2024-05-13,Lun,La Liga,Semana 35 de partido,Local,V 2–0,Barcelona,Real Sociedad,Sí,Defensa,90,0,0,0,0,0.0,0.0,0,0,87.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,76.0,81.0,93.8,5.0,56.0,1.0,2.0,1.0,Informe del partido,1242.0,356.0,40.0,41.0,97.6,24.0,24.0,100.0,8.0,11.0,72.7,0.1,1.0,3.0,1.0,0.0,67.0,13.0,7.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,2.0,3.0,0.0,4.0,28.0,49.0,10.0,1.0,87.0,50.0,0.0,0.0,193.0,111.0,3.0,0.0,0.0,3.0,67.0,4.0,0,0.0,3.0,0.0,0.0,0.0,0,4.0,2.0,1.0,66.7,Jules Koundé,19.043,6.767235252309877
2024-05-16,Jue,La Liga,Semana 36 de partido,Visitante,V 2–0,Barcelona,Almería,Sí,Defensa,90,0,0,0,0,0.0,0.0,0,0,99.0,1.0,0.0,1.0,0.0,0.0,0.1,4.0,0.0,83.0,90.0,92.2,10.0,72.0,2.0,3.0,2.0,Informe del partido,1206.0,373.0,49.0,49.0,100.0,28.0,31.0,90.3,2.0,3.0,66.7,0.0,3.0,9.0,0.0,0.0,79.0,11.0,1.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,22.0,59.0,19.0,1.0,99.0,66.7,1.0,33.3,302.0,164.0,1.0,0.0,1.0,0.0,73.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0,4.0,2.0,0.0,100.0,Jules Koundé,18.826000000000004,6.690120824449183
2024-05-19,Dom,La Liga,Semana 37 de partido,Local,V 3–0,Barcelona,Rayo Vallecano,Sí,Defensa,90,0,0,0,0,0.0,0.0,0,0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,83.0,95.0,87.4,8.0,78.0,0.0,1.0,0.0,Informe del partido,1404.0,477.0,37.0,42.0,88.1,37.0,40.0,92.5,6.0,8.0,75.0,0.0,1.0,7.0,0.0,0.0,85.0,10.0,1.0,0.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,16.0,65.0,18.0,1.0,99.0,0.0,1.0,100.0,233.0,82.0,1.0,0.0,0.0,0.0,80.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,3.0,0.0,Jules Koundé,14.074000000000002,5.001421464108031
